id,title,author,url,fulltext_url,archive_url,entry_type,date,publisher,series,ISSN,ISBN,DOI,QID,volume,issue,pages,edition,language,license,key_type,taxon,taxon_scope,scope,region,complete,target_taxa,listed_in,part_of,version_of,duplicate_of
B234,Diptera. Orthorrhapha. Brachycera. Dolichopodidae,Evelyn Cecil Muschamp d'Assis-Fonseca,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-orthorrhapha-brachycera-dolichopodidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol09_Part05.pdf,,print,1978,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457114,9,5,90,,en-UK,CC-BY-NC-SA-2.0-UK,key,Dolichopodidae,,,"Europe, UK",TRUE,species,B1678,,,
B235,"Sciarid Flies. Diptera, Sciaridae",Paul Freeman,,,,print,1983,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457115,9,6,68,,en-UK,,key,Sciaridae,,,"Europe, UK",TRUE,species,,,,
B236,Bibionid and Scatopsid Flies. Diptera: Bibionidae and Scatopsidae,Paul Freeman; R P Lane,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-bibionid-and-scatopsid-flies/,https://www.royensoc.co.uk/wp-content/uploads/2022/10/Diptera-Bibionid-and-Scatopsid-flies.pdf,,print,1985,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457116,9,7,74,,en-UK,CC-BY-NC-SA-2.0-UK,key,Bibionidae; Scatopsidae,,,"Europe, UK",TRUE,species,,,,
B237,Diptera. Syrphidae,Ralph Leonard Coe,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-syrphidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part01.pdf,,print,1953-08-25,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457117,10,1,98,,en-UK,CC-BY-NC-SA-2.0-UK,key,Syrphidae,,,"Europe, UK",TRUE,species,,,,
B238,Diptera. Lonchopteridae,Kenneth George Valentine Smith,,,,print,1969-03-04,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457118,10,2ai,9,,en-UK,,key,Lonchopteridae,,,"Europe, UK",TRUE,species,,,,
B239,Diptera. Pipunculidae,Ralph Leonard Coe,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-pipunculidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part02c.pdf,,print,1966-12-31,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457119,10,2c,83,,en-UK,CC-BY-NC-SA-2.0-UK,key,Pipunculidae,,,"Europe, UK",TRUE,species,,,,
B240,Diptera. Conopidae,Kenneth George Valentine Smith,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/vol-10-part-3a-diptera-conopidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part03a.pdf,,print,1969-03-04,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457120,10,3a,19,,en-UK,CC-BY-NC-SA-2.0-UK,key,Conopidae,,,"Europe, UK",TRUE,species,,,,
B241,Diptera Cyclorrhapha. Calyptrata (I). Section (a) Tachinidae and Calliphoridae. Tachinidae,Fritz Isadore van Emden,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/vol-10-part-4a-i-diptera-cyclorrhapha-calyptrata-1-section-a-tachinidae-and-calliphoridae-tachinidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part04a_1_Tachinidae.pdf,,print,1954-09-14,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457121,10,4ai,94,1,en-UK,CC-BY-NC-SA-2.0-UK,key,Tachinidae,,,"Europe, UK",TRUE,species,,B243,B241,
B242,Diptera Cyclorrhapha. Calyptrata (I). Section (a) Tachinidae and Calliphoridae. Calliphoridae,Fritz Isadore van Emden,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-cyclorrhapha-calyptrata-1-section-a-tachinidae-and-calliphoridae-calliphoridae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part04a_2_Calliphoridae.pdf,,print,1954-09-14,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457122,10,4aii,37,,en-UK,CC-BY-NC-SA-2.0-UK,key,Calliphoridae,,,"Europe, UK",TRUE,species,,B243,,
B243,Diptera Cyclorrhapha. Calyptrata (I). Section (a) Tachinidae and Calliphoridae,Fritz Isadore van Emden,,,,print,1954-09-14,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457124,10,4a,133,,en-UK,,key,Tachinidae; Calliphoridae,,,"Europe, UK",TRUE,species,,,,
B244,Tachinid Flies. Diptera: Tachinidae,Robert Belshaw,https://www.royensoc.co.uk/shop/publications/handbooks/tachinid-flies-diptera-tachinidae/,,,print,1993,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546814,,Q107457125,10,4ai,170,2,en-UK,,key,Tachinidae,,,"Europe, UK",TRUE,species,,,B241,
B245,Diptera Cyclorrhapha. Calyptrata. Section (b) Muscidae,Evelyn Cecil Muschamp d'Assis-Fonseca,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-cyclorrhapha-calyptrata-section-b-muscidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part04b.pdf,,print,1968-01-31,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457126,10,4b,119,,en-UK,CC-BY-NC-SA-2.0-UK,key,Muscidae,,,"Europe, UK",TRUE,species,,,,
B246,Tephritid Flies. Diptera: Tephritidae,Ian M White,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-tephritidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part05a-White.pdf,,print,1988,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457127,10,5a,134,,en-UK,CC-BY-NC-SA-2.0-UK,key,Tephritidae,,,"Europe, UK",TRUE,species,,,,
B247,"Sepsidae. Diptera, Cyclorrhapha, Acalyptrata",Adrian Charles Pont,,,,print,1979,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457128,10,5c,35,,en-UK,,key,Sepsidae,,,"Europe, UK",TRUE,species,,,,
B248,Lesser Dung flies. Diptera: Sphaeroceridae,Brian Roy Pitkin,,,,print,1988,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,0901546674; 9780901546678,,Q107457129,10,5e,175,,en-UK,,key,Sphaeroceridae,,,"Europe, UK",TRUE,species,,,,
B249,Diptera. Agromyzidae,Kenneth A Spencer,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/diptera-agromyzidae/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part05g.pdf,,print,1972-06,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457130,10,5g,136,,en-UK,CC-BY-NC-SA-2.0-UK,key,Agromyzidae,,,"Europe, UK",TRUE,species,,,,
B250,"Scuttle Flies. Diptera, Phoridae (except Megaselia)",R H L Disney,https://www.royensoc.co.uk/shop/publications/handbooks/scuttle-flies-diptera-phoridae-except-megaselia/,,,print,1983,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546593,,Q107457131,10,6,81,,en-UK,,key,Phoridae,,,"Europe, UK",FALSE,species,,,,
B251,"Keds, Flat-flies and Bat-flies. Diptera, Hippoboscidae and Nycteribiidae",Anthony Michael Hutson,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/vol-10-part-7-diptera-hippoboscidae-and-nycteribiidae-keds-flat-flies-and-bat-flies/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part07_Hutson.pdf,,print,1984,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457132,10,7,84,,en-UK,CC-BY-NC-SA-2.0-UK,key,Hippoboscidae; Nycteribiidae,,,"Europe, UK",TRUE,species,,,,
B252,Scuttle-flies. Diptera: Phoridae. Genus Megaselia,R H L Disney,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/vol-10-part-8-diptera-phoridae-genus-megaselia-scuttle-flies/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part08_Disney.pdf,,print,1989,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,0901546747,,Q107457133,10,8,155,,en-UK,CC-BY-NC-SA-2.0-UK,key,Megaselia,,,"Europe, UK",TRUE,species,,,,
B253,"An Introdcution to the Immature Stages of British Flies. Diptera Larvae, with Notes on Eggs, Puparia and Pupae",Kenneth George Valentine Smith,https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/vol-10-part-14-an-introduction-to-the-immature-stages-of-british-flies-diptera-larvae-with-notes-on-eggs-puparia-and-pupae-main-text/; https://www.royensoc.co.uk/shop/publications/out-of-print-handbooks/vol-10-part-14-an-introduction-to-the-immature-stages-of-british-flies-diptera-larvae-with-notes-on-eggs-puparia-and-pupae-figures-index/,https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part14_MainText.pdf; https://www.royensoc.co.uk/wp-content/uploads/2022/01/Vol10_Part14_FigsIndex.pdf,,print,1989,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,0901546755,,Q107457134,10,14,280,,en-UK,CC-BY-NC-SA-2.0-UK,key,Diptera,,larvae,"Europe, UK",TRUE,family; subfamily,,,,
B254,"British Lonchaeidae. Diptera Cyclorrhapha, Acalyptratae",Ian MacGowan; Graham Rotheray,https://www.royensoc.co.uk/shop/publications/handbooks/british-lonchaeidae-diptera-cyclorrhapha-acalyptratae/,,,print,2008,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546883,,Q107457135,10,15,159,,en-UK,,key,Lonchaeidae,,,"Europe, UK",TRUE,species,,,,
B255,"Blow Flies (Diptera: Calliphoridae, Polleniidae, Rhiniidae)",Olga Sivell,https://www.royensoc.co.uk/shop/publications/handbooks/blow-flies-diptera-calliphoridae-polleniidae-rhiniidae/,,,print,2021,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,1910159069; 9781910159064,,Q107457136,10,16,208,1,en-UK,,key,Calliphoridae,,,"Europe, UK",TRUE,species,,,,
B256,A Checklist of British Insects. Part 1: Small Orders and Hemiptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,1945,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,,11,1,119,1,en-UK,,checklist,Insecta,Small orders & Hemiptera,,"Europe, UK",TRUE,species,,,B256,
B257,A Checklist of British Insects. Part 1: Small Orders and Hemiptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,1964,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457137,11,1,119,2,en-UK,,checklist,Insecta,Small orders & Hemiptera,,"Europe, UK",TRUE,species,,,B256,
B258,A Checklist of British Insects. Part 2: Lepidoptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,,11,2,,1,en-UK,,checklist,Lepidoptera,,,"Europe, UK",TRUE,species,,,B258,
B259,A Checklist of British Insects. Part 2: Lepidoptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,1972,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,0901546046; 9780901546043,,Q107457138,11,2,153,2,en-UK,,checklist,Lepidoptera,,,"Europe, UK",TRUE,species,,,B258,
B260,A Checklist of British Insects. Part 3: Coleoptera and Strepsiptera,,,,,print,,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,,11,3,,1,en-UK,,checklist,Coleoptera; Strepsiptera,,,"Europe, UK",TRUE,species,,,B260,
B261,A Checklist of British Insects. Part 3: Coleoptera and Strepsiptera,George Sydeny Kloet; Walter Douglas Hincks; Robert Dennis Pope; Allan Watson,,,,print,1977,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457139,11,3,105,2,en-UK,,checklist,Coleoptera; Strepsiptera,,,"Europe, UK",TRUE,species,,,B260,
B262,A Check List of British Insects. Part 4: Hymenoptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,1945,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,,11,4,,1,en-UK,,checklist,Hymenoptera,,,"Europe, UK",TRUE,species,,,B262,
B263,A Check List of British Insects. Part 4: Hymenoptera,Michael G Fitton; M W R de V Graham; Z R J Boubek; N D M Fergusson; T Huddleston; John Quinlan; Owain Westmacott Richards,https://www.royensoc.co.uk/shop/publications/handbooks/check-list-british-insects-part-4-hymenoptera/,,,print,1978,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457140,11,4,159,2,en-UK,,checklist,Hymenoptera,,,"Europe, UK",TRUE,species,,,B262,
B264,A Check List of British Insects. Part 5: Diptera and Siphonaptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,1945,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,,11,5,,1,en-UK,,checklist,Diptera; Siphonaptera,,,"Europe, UK",TRUE,species,,,B264,
B265,A Check List of British Insects. Part 5: Diptera and Siphonaptera,George Sydeny Kloet; Walter Douglas Hincks,,,,print,1976,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457141,11,5,139,2,en-UK,,checklist,Diptera; Siphonaptera,,,"Europe, UK",TRUE,species,,,B264,
B266,Checklists of Insects of the British Isles (New Series). Part 1: Diptera,Peter J Chandler,https://www.royensoc.co.uk/shop/publications/handbooks/checklists-insects-british-isles-new-series-part-1-diptera/,,,print,1998,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546821,,Q107457142,12,1,234,,en-UK,,checklist,Diptera,,,"Europe, UK; Europe, Ireland",TRUE,species,,,,
B267,"The Staphylinidae (rove beetles) of Britain and Ireland. Part 5: Scaphidiinae, Piestinae, Oxytelinae",Derek A Lott,https://www.royensoc.co.uk/shop/publications/handbooks/staphylinidae-rove-beetles-britain-and-ireland-scaphidiinae-piestinae/,,,print,2009,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546906,,Q107457143,12,5,100,,en-UK,,key,Scaphidiinae; Piestinae; Oxytelinae,,,"Europe, UK; Europe, Ireland",TRUE,species,,,,
B268,Checklist of the Lepidoptera of the British Isles,David J L Agassiz; Stella D Beavan; Robert J Heckford,https://www.royensoc.co.uk/shop/publications/handbooks/checklist-lepidoptera-british-isles/,,,print,2013,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546968,,Q107457144,12,6,206,,en-UK,,checklist,Lepidoptera,,,"Europe, UK; Europe, Ireland",TRUE,species,,,,
B269,"The Staphylinidae (rove beetles) of Britain and Ireland. Parts 7 & 8: Oxyporinae, Steninae, Euaesthetinae, Pseudopsinae, Paederinae, Staphylininae",Derek A Lott; Roy Anderson,https://www.royensoc.co.uk/shop/publications/handbooks/staphylinidae-rove-beetles-britain-and-ireland-parts-7-8-oxyporinae-steninae/,,,print,2011,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,9780901546920,,Q107457145,12,7-8,340,,en-UK,,key,Oxyporinae; Steninae; Euaesthetinae; Pseudopsinae; Paederinae; Staphylininae,,,"Europe, UK; Europe, Ireland",TRUE,species,,,,
B270,Bladbockar (Donaciinae),,https://artfakta.se/artinformation/taxa/donaciinae-1009063-fullbildade-bladbockar/artnyckel/21801 ,,,online,2021-02-26,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Donaciinae,,,"Europe, Sweden",TRUE,species,,,B270,
B271,Stumpbaggar (Histeridae),,https://artfakta.se/artinformation/taxa/histeridae-2001023-fullbildade-stumpbaggar/artnyckel/21799,,,online,2021-02-26,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Histeridae,,,"Europe, Sweden",TRUE,species,,,B271,
B272,Skräddare (Gerridae),Johannes Bergsten; Ulf Bjelke,https://artfakta.se/artinformation/taxa/gerridae-2000939-fullvuxna-skraddare/artnyckel/7023,https://artfakta.se/artinformation/taxa/gerridae-2000939-fullvuxna-skraddare/artnyckel/7023,,online,2018-06-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Gerridae,,,"Europe, Sweden",TRUE,species,,,,
B273,Bin (Apiformes),Björn Cederberg; Krister Hall; Alexander Berg,https://artfakta.se/artinformation/taxa/apiformes-2002991-fullbildade-bin/artnyckel/11335,,,online,2018-12-21,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Apiformes,,,"Europe, Sweden",TRUE,genus; species,,,B273,
B274,Sandbin (Andrena),Göran Holmström; Krister Hall; Niklas Johansson; Alexander Berg,https://artfakta.se/artinformation/taxa/andrena-1005518-fullbildade-sandbin/artnyckel/16289,https://artfakta.se/artinformation/taxa/andrena-1005518-fullbildade-sandbin/artnyckel/16289,,online,2019-12-18,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Andrena,,,"Europe, Sweden",TRUE,species,,,,
B275,Fibblebin (Panurgus),Björn Cederberg; Krister Hall; Alexander Berg,https://artfakta.se/artinformation/taxa/panurgus-1005519-fullbildade-fibblebin/artnyckel/16284,https://artfakta.se/artinformation/taxa/panurgus-1005519-fullbildade-fibblebin/artnyckel/16284,,online,2019-12-18,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Panurgus,,,"Europe, Northern",TRUE,species,,,,
B276,Filtbin (Epeolus),Björn Cederberg; Alexander Berg,https://artfakta.se/artinformation/taxa/epeolus-1005542-fullbildade-filtbin/artnyckel/21853,https://artfakta.se/artinformation/taxa/epeolus-1005542-fullbildade-filtbin/artnyckel/21853,,online,2021-03-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Epeolus,,,"Europe, Sweden",TRUE,species,,,,
B277,Citronbin (Hylaeus),Göran Holmström; Krister Hall,https://artfakta.se/artinformation/taxa/hylaeus-1005517-fullbildade-citronbin/artnyckel/11331,https://artfakta.se/artinformation/taxa/hylaeus-1005517-fullbildade-citronbin/artnyckel/11331,,online,2018-12-19,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Hylaeus,,,"Europe, Northern",TRUE,species,,,,
B278,Smalbin (Lasioglossum),,https://artfakta.se/artinformation/taxa/lasioglossum-1005524-fullbildade-smalbin/artnyckel/9226,https://artfakta.se/artinformation/taxa/lasioglossum-1005524-fullbildade-smalbin/artnyckel/9226,,online,2018-10-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Lasioglossum,,,"Europe, Northern",FALSE,species,,,,
B279,Solbin (Dufourea),Björn Cederberg; Alexander Berg,https://artfakta.se/artinformation/taxa/dufourea-1005521-fullbildade-solbin/artnyckel/21852,https://artfakta.se/artinformation/taxa/dufourea-1005521-fullbildade-solbin/artnyckel/21852,,online,2021-03-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Dufourea,,,"Europe, Sweden",TRUE,species,,,,
B280,Ullbin (Anthidium),Björn Cederberg; Alexander Berg,https://artfakta.se/artinformation/taxa/anthidium-1005534-fullbildade-ullbin/artnyckel/21859,https://artfakta.se/artinformation/taxa/anthidium-1005534-fullbildade-ullbin/artnyckel/21859,,online,2021-03-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Anthidium,,,"Europe, Sweden",TRUE,species,,,,
B281,Pansarbin (Stelis),Björn Cederberg; Alexander Berg,https://artfakta.se/artinformation/taxa/stelis-1005535-fullbildade-pansarbin/artnyckel/21855,https://artfakta.se/artinformation/taxa/stelis-1005535-fullbildade-pansarbin/artnyckel/21855,,online,2021-03-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Stelis,,,"Europe, Sweden",TRUE,species,,,,
B282,Bisteklar m.fl. (Evanioidea),Niklas Johansson; Krister Hall; Alexander Berg,https://artfakta.se/artinformation/taxa/evanioidea-2002983-fullbildade-bisteklar-m.fl./artnyckel/21854,https://artfakta.se/artinformation/taxa/evanioidea-2002983-fullbildade-bisteklar-m.fl./artnyckel/21854,,online,2021-03-12,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Evanioidea,,,"Europe, Sweden",TRUE,species,,,,
B283,Bastardsvärmare (Zygaenidae),,https://artfakta.se/artinformation/taxa/zygaenidae-2001255-fullbildade-bastardsvarmare/artnyckel/1306,https://artfakta.se/artinformation/taxa/zygaenidae-2001255-fullbildade-bastardsvarmare/artnyckel/1306,,online,2017-04-04,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Zygaenidae,,,"Europe, Sweden",TRUE,species,,,,
B284,Hoppspindlar (Salticidae),,https://artfakta.se/artinformation/taxa/salticidae-2001729-fullbildade-hoppspindlar/artnyckel/22069,,,online,2021-05-31,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Salticidae,,,"Europe, Sweden",TRUE,species,,,B284,
B285,Lockespindlar (Opiliones),,https://artfakta.se/artinformation/taxa/opiliones-3000225-fullvuxna-lockespindlar/artnyckel/21495,https://artfakta.se/artinformation/taxa/opiliones-3000225-fullvuxna-lockespindlar/artnyckel/21495,,online,2020-04-14,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Opiliones,,,"Europe, Sweden",TRUE,species,,,,
B286,Kräldjur (Reptilia),Artur Larsson; Jan-Åke Winqvist,https://artfakta.se/artinformation/taxa/reptilia-4000106-generell-kraldjur/artnyckel/21577,https://artfakta.se/artinformation/taxa/reptilia-4000106-generell-kraldjur/artnyckel/21577,,online,2020-08-19,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Reptilia,,,"Europe, Northern",TRUE,species,,,,
B287,Groddjur (Amphibia),Artur Larsson; Jonatan Wahlberg; Pavel Bína; Jan-Åke Winqvist,https://artfakta.se/artinformation/taxa/amphibia-4000105-generell-groddjur/artnyckel/21493,,,online,2020-04-07,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Amphibia,,,"Europe, Northern",TRUE,species,,,B287,
B288,Limniska stormusslor (Bivalvia),Ulf Bjelke; Jonas Roth,https://artfakta.se/artinformation/taxa/bivalvia-4000057-fullvuxna-limniska-stormusslor/artnyckel/19418,https://artfakta.se/artinformation/taxa/bivalvia-4000057-fullvuxna-limniska-stormusslor/artnyckel/19418,,online,2020-02-17,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Bivalvia,,,"Europe, Sweden",FALSE,species,,,,
B289,Marina musslor (Bivalvia),Ragnar Hall; Malin Strand; Fredrik Pleijel,https://artfakta.se/artinformation/taxa/bivalvia-4000057-fullvuxna-marina-musslor/artnyckel/21796,https://artfakta.se/artinformation/taxa/bivalvia-4000057-fullvuxna-marina-musslor/artnyckel/21796,,online,2021-02-23,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Bivalvia,,,"Europe, Sweden",FALSE,species,,,,
B290,Landsnäckor (Gastropoda),Jonas Roth; Ulf Bjelke,https://artfakta.se/artinformation/taxa/gastropoda-4000055-fullvuxna-landsnackor/artnyckel/21517,,,online,2020-06-04,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Gastropoda,terrestrial species,,"Europe, Sweden",TRUE,species,,,B290,
B291,Sötvattenssnäckor (Gastropoda),Ulf Bjelke; Jonas Roth,https://artfakta.se/artinformation/taxa/gastropoda-4000055-fullvuxna-sotvattenssnackor/artnyckel/21534,,,online,2020-07-02,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Gastropoda,freshwater species,,"Europe, Sweden",TRUE,species,,,B291,
B292,Marina bakgälade snäckor (Euthyneura),Kennet Lundin; Klas Malmberg,https://artfakta.se/artinformation/taxa/euthyneura-6034828-fullvuxna-marina-bakgalade-snackor/artnyckel/14044,,,online,2019-08-21,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Euthyneura,,,"Europe, Sweden",TRUE,species,,,B292,
B293,Nakensnäckor (Nudibranchia),,https://artfakta.se/artinformation/taxa/nudibranchia-3000128-fullvuxna-nakensnackor/artnyckel/14064,,,online,2019-08-27,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Nudibranchia,,,"Europe, Sweden",TRUE,species,,,B293,
B294,Sniglar (Pulmonata),Jonas Roth,https://artfakta.se/artinformation/taxa/pulmonata-3000129-fullvuxna-sniglar/artnyckel/21530,,,online,2020-06-24,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Pulmonata,,,"Europe, Sweden",TRUE,species,,,B294,
B295,Stjälkröksvampar (Tulostoma),M. Jeppson; J Jeppson; C Reisborg,https://artfakta.se/artinformation/taxa/tulostoma-1001392-fullbildade-stjalkroksvampar/artnyckel/7064,https://artfakta.se/artinformation/taxa/tulostoma-1001392-fullbildade-stjalkroksvampar/artnyckel/7064,,online,2018-08-16,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Tulostoma,,,"Europe, Sweden",TRUE,species,,,,
B296,Sotmossor (Andreaea),Niklas Lönnell,https://artfakta.se/artinformation/taxa/andreaea-1004560-generell-sotmossor/artnyckel/21560,,,online,2020-08-10,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Andreaea,,,"Europe, Sweden",TRUE,species,,,B296,
B297,Sotmossans varieteter (Andreaea rupestris),,https://artfakta.se/artinformation/taxa/andreaea_rupestris-2856-generell-sotmossans-varieteter/artnyckel/21539,,,online,2020-07-20,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Andreaea rupestris,,,"Europe, Northern",TRUE,species,,,B297,
B298,Fyrtandsmossor-knappnålsmossor (Tetraphidaceae),,https://artfakta.se/artinformation/taxa/tetraphidaceae-2002658-generell-fyrtandsmossor-knappnalsmossor/artnyckel/2415,https://artfakta.se/artinformation/taxa/tetraphidaceae-2002658-generell-fyrtandsmossor-knappnalsmossor/artnyckel/2415,,online,2017-09-21,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Tetraphidaceae,,,"Europe, Sweden",TRUE,species,,,,
B299,Björnmossliknande bladmossor (Polytrichaceae),,https://artfakta.se/artinformation/taxa/polytrichaceae-2002659-generell-bjornmossliknande-bladmossor/artnyckel/21615,,,online,2020-10-13,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Polytrichaceae,,,"Europe, Northern",TRUE,species; genus,,,,
B300,Sågmossor (Atrichum),,https://artfakta.se/artinformation/taxa/atrichum-1004569-generell-sagmossor/artnyckel/21571,,,online,2020-08-18,ArtDatabanken,,,,,,,,,1,sv-SE,,key; matrix,Atrichum,,,"Europe, Northern",TRUE,species,,,,
B301,Järvmossor-vridbjörnmossor (Psilopilum-Oligotrichum),,https://artfakta.se/artinformation/taxa/psilopilum-1004696-generell-jarvmossor-vridbjornmossor/artnyckel/21512,https://artfakta.se/artinformation/taxa/psilopilum-1004696-generell-jarvmossor-vridbjornmossor/artnyckel/21512,,online,2020-05-25,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Psilopilum,,,"Europe, Northern",TRUE,species,,,,
B302,Knölmossor (Oncophorus),Lars Hedenäs,https://artfakta.se/artinformation/taxa/oncophorus-1004664-generell-knolmossor/artnyckel/7074,https://artfakta.se/artinformation/taxa/oncophorus-1004664-generell-knolmossor/artnyckel/7074,,online,2018-08-27,ArtDatabanken,,,,,,,,,,sv-SE,,key; matrix,Oncophorus,,,"Europe, Northern",TRUE,species,,,,
B303,Les Donaciinae de France (Coleoptera: Chrysomelidae),Bernard Bordy; Serge Doguet; Marc Debreuil,,,,print,2012,Rutilans,Collection Rutilans,1292-7821,,,,,,92,,fr-FR,,key; reference,Donaciinae,,,"Europe, France",TRUE,species,,,,
